Date,Tray,check,U_count,A_count,P_count,G_total,Mg_avg
30/01/13,11,-1,NA,NA,NA,NA,NA
30/01/13,10,-1,NA,NA,NA,NA,NA
30/01/13,9,-1,NA,NA,74,1.81,24.46
30/01/13,8,-1,1,3,92,2.55,27.72
30/01/13,7,-1,NA,NA,87,2.38,27.36
30/01/13,6,-1,NA,NA,89,2.4,26.97
30/01/13,5,-1,NA,NA,87,2.27,26.09
30/01/13,4,-1,NA,NA,68,1.78,26.18
30/01/13,3,-1,6,5,33,0.82,24.85
30/01/13,2,-1,NA,NA,26,NA,NA
30/01/13,1,-1,NA,NA,7,NA,NA
01/02/13,12,11,NA,NA,NA,NA,NA
01/02/13,11,-1,NA,NA,NA,NA,NA
01/02/13,10,-1,0,0,19,0.47,24.74
01/02/13,9,-1,0,0,96,2.43,25.31
01/02/13,8,-1,2,2,160,4.33,27.06
01/02/13,7,-1,0,0,157,4.31,27.45
01/02/13,6,-1,2,3,66,1.67,25.3
01/02/13,5,-1,1,4,84,2.23,26.55
01/02/13,4,-1,6,2,50,1.27,25.4
01/02/13,3,-1,4,3,50,1.19,23.8
01/02/13,2,-1,3,2,15,NA,NA
01/02/13,1,-1,0,0,1,NA,NA
04/02/13,12,11,NA,NA,NA,NA,NA
04/02/13,11,-1,NA,NA,NA,NA,NA
04/02/13,10,-1,NA,NA,NA,NA,NA
04/02/13,9,-1,NA,NA,131,3.18,24.27
04/02/13,8,-1,NA,NA,136,3.49,25.66
04/02/13,7,-1,NA,NA,135,3.7,27.41
04/02/13,6,-1,NA,NA,172,4.53,26.34
04/02/13,5,-1,NA,NA,93,2.45,26.34
04/02/13,4,-1,NA,NA,101,2.66,26.34
04/02/13,3,-1,NA,NA,65,1.74,26.77
04/02/13,2,-1,NA,NA,50,1.25,25
04/02/13,1,-1,NA,NA,10,0.24,24
06/02/13,12,11,NA,NA,NA,NA,NA
06/02/13,11,-1,NA,NA,NA,NA,NA
06/02/13,10,-1,NA,NA,2,NA,NA
06/02/13,9,-1,2,2,101,NA,NA
06/02/13,8,-1,0,0,105,2.82,26.86
06/02/13,7,-1,0,0,108,3.08,28.52
06/02/13,6,-1,0,0,87,2.47,28.39
06/02/13,5,-1,2,3,84,2.34,27.86
06/02/13,4,-1,4,4,66,1.77,26.82
06/02/13,3,-1,3,4,54,1.43,26.48
06/02/13,2,-1,2,6,32,0.84,26.25
06/02/13,1,-1,0,0,12,0.3,25
08/02/13,12,11,NA,NA,NA,NA,NA
08/02/13,11,-1,NA,NA,NA,NA,NA
08/02/13,10,-1,NA,NA,28,0.74,26.43
08/02/13,9,-1,NA,NA,95,2.44,25.68
08/02/13,8,-1,NA,NA,102,2.78,27.25
08/02/13,7,-1,NA,NA,88,2.51,28.52
08/02/13,6,-1,NA,NA,76,2.12,27.89
08/02/13,5,-1,NA,NA,58,1.58,27.24
08/02/13,4,-1,NA,NA,49,1.31,26.73
08/02/13,3,-1,NA,NA,38,0.99,26.05
08/02/13,2,-1,NA,NA,18,NA,NA
08/02/13,1,-1,NA,NA,4,NA,NA
11/02/13,12,11,NA,NA,NA,NA,NA
11/02/13,11,-1,NA,NA,NA,NA,NA
11/02/13,10,-1,NA,NA,NA,NA,NA
11/02/13,9,-1,3,NA,176,4.82,27.39
11/02/13,8,-1,3,4,138,3.89,27.83
11/02/13,7,-1,2,4,163,4.55,27.91
11/02/13,6,-1,NA,NA,161,4.5,27.95
11/02/13,5,-1,NA,NA,170,4.94,29.06
11/02/13,4,-1,NA,NA,80,2.22,27.75
11/02/13,3,-1,NA,NA,64,1.76,27.5
11/02/13,2,-1,NA,NA,51,1.34,26.27
11/02/13,1,-1,NA,NA,24,0.63,26.25
13/02/13,12,11,NA,NA,NA,NA,NA
13/02/13,11,-1,NA,NA,NA,NA,NA
13/02/13,10,-1,0,0,21,0.52,24.76
13/02/13,9,-1,0,4,101,2.49,24.65
13/02/13,8,-1,0,0,103,2.89,28.06
13/02/13,7,-1,2,2,87,2.42,27.82
13/02/13,6,-1,0,0,95,2.68,28.21
13/02/13,5,-1,4,2,96,2.76,28.75
13/02/13,4,-1,3,4,58,1.61,27.76
13/02/13,3,-1,3,4,49,1.33,27.14
13/02/13,2,-1,4,2,22,NA,NA
13/02/13,1,-1,2,4,9,NA,NA
15/02/13,12,11,NA,NA,NA,NA,NA
15/02/13,11,-1,NA,NA,NA,NA,NA
15/02/13,10,-1,0,1,111,3.01,27.12
15/02/13,9,-1,1,1,59,1.52,25.76
15/02/13,8,-1,0,0,110,3.09,28.09
15/02/13,7,-1,1,1,104,3.01,28.94
15/02/13,6,-1,0,1,95,2.74,28.84
15/02/13,5,-1,0,0,81,2.13,26.3
15/02/13,4,-1,2,3,67,1.85,27.61
15/02/13,3,-1,8,11,20,NA,NA
15/02/13,2,-1,6,4,18,NA,NA
15/02/13,1,-1,0,0,11,0.25,NA
18/02/13,12,11,NA,NA,0,NA,NA
18/02/13,11,-1,NA,NA,0,NA,NA
18/02/13,10,-1,0,0,174,4.6,26.44
18/02/13,9,-1,2,0,178,5.03,28.26
18/02/13,8,-1,2,3,170,4.83,28.41
18/02/13,7,-1,0,0,167,4.91,29.4
18/02/13,6,-1,0,0,135,3.91,28.96
18/02/13,5,-1,7,5,128,3.72,29.06
18/02/13,4,-1,3,3,62,1.67,26.94
18/02/13,3,-1,3,4,24,NA,NA
18/02/13,2,-1,3,3,26,NA,NA
18/02/13,1,-1,7,7,7,NA,NA
20/02/13,12,11,NA,NA,0,NA,NA
20/02/13,11,-1,NA,NA,0,NA,NA
20/02/13,10,-1,NA,NA,0,NA,NA
20/02/13,9,-1,NA,NA,41,1.1,26.83
20/02/13,8,-1,NA,NA,155,4.3,27.74
20/02/13,7,-1,NA,NA,104,3.11,29.9
20/02/13,6,-1,NA,NA,110,3.23,29.36
20/02/13,5,-1,NA,NA,83,2.43,29.28
20/02/13,4,-1,NA,NA,87,2.52,28.31
20/02/13,3,-1,NA,NA,41,1.1,26.83
20/02/13,2,-1,NA,NA,29,0.72,24.83
20/02/13,1,-1,NA,NA,20,0.52,26
22/02/13,12,11,NA,NA,0,NA,NA
22/02/13,11,-1,NA,NA,0,NA,NA
22/02/13,10,-1,NA,NA,29,0.8,27.59
22/02/13,9,-1,NA,NA,116,3.17,27.33
22/02/13,8,-1,NA,NA,109,2.96,27.16
22/02/13,7,-1,NA,NA,120,3.26,27.17
22/02/13,6,-1,NA,NA,98,2.84,28.98
22/02/13,5,-1,NA,NA,91,2.55,28.02
22/02/13,4,-1,NA,NA,77,2.06,26.75
22/02/13,3,-1,NA,NA,42,1.14,27.14
22/02/13,2,-1,NA,NA,27,NA,NA
22/02/13,1,-1,NA,NA,13,NA,NA
25/02/13,12,11,NA,NA,NA,NA,NA
25/02/13,11,-1,NA,NA,NA,NA,NA
25/02/13,10,-1,2,2,178,4.76,26.74
25/02/13,9,-1,4,4,221,6.23,28.19
25/02/13,8,-1,3,2,120,3.39,28.25
25/02/13,7,-1,3,6,141,3.98,28.23
25/02/13,6,-1,1,2,127,3.77,29.68
25/02/13,5,-1,4,NA,94,2.76,29.36
25/02/13,4,-1,3,5,73,1.98,27.12
25/02/13,3,-1,5,3,52,1.35,25.96
25/02/13,2,-1,NA,NA,24,NA,NA
25/02/13,1,-1,NA,NA,16,NA,NA
27/02/13,12,11,NA,NA,NA,NA,NA
27/02/13,11,-1,NA,NA,1,NA,NA
27/02/13,10,-1,NA,NA,2,NA,NA
27/02/13,9,-1,NA,NA,100,2.56,25.6
27/02/13,8,-1,NA,NA,74,2,27.03
27/02/13,7,-1,NA,NA,147,4.28,29.12
27/02/13,6,-1,NA,NA,102,2.86,28.04
27/02/13,5,-1,NA,NA,121,3.63,30
27/02/13,4,-1,NA,NA,98,2.92,29.8
27/02/13,3,-1,5,3,70,1.97,28.14
27/02/13,2,-1,NA,NA,33,NA,NA
27/02/13,1,-1,3,10,5,NA,NA
01/03/13,12,11,NA,NA,0,NA,NA
01/03/13,11,-1,NA,NA,0,NA,NA
01/03/13,10,-1,NA,NA,61,1.68,27.54
01/03/13,9,-1,NA,NA,69,1.85,26.81
01/03/13,8,-1,NA,5,76,2.09,27.5
01/03/13,7,-1,NA,NA,159,4.57,28.74
01/03/13,6,-1,NA,3,97,2.75,28.35
01/03/13,5,-1,1,2,92,2.59,28.15
01/03/13,4,-1,NA,NA,71,2.03,28.59
01/03/13,3,-1,5,NA,59,1.62,27.46
01/03/13,2,-1,1,7,26,NA,NA
01/03/13,1,-1,1,7,8,NA,NA
04/03/13,12,11,NA,NA,NA,NA,NA
04/03/13,11,-1,NA,NA,NA,NA,NA
04/03/13,10,-1,NA,NA,190,5.18,27.26
04/03/13,9,-1,2,5,162,4.71,29.07
04/03/13,8,-1,NA,NA,189,5.56,29.42
04/03/13,7,-1,NA,NA,118,3.31,28.05
04/03/13,6,-1,NA,NA,107,3.39,31.76
04/03/13,5,-1,NA,NA,112,3.26,29.11
04/03/13,4,-1,NA,NA,78,2.23,28.59
04/03/13,3,-1,NA,NA,24,0.6,25
04/03/13,2,-1,NA,NA,54,NA,NA
04/03/13,1,-1,NA,NA,10,NA,NA
06/03/13,12,11,NA,NA,0,NA,NA
06/03/13,11,-1,NA,NA,0,NA,NA
06/03/13,10,-1,NA,NA,68,1.79,26.32
06/03/13,9,-1,NA,NA,93,2.6,27.96
06/03/13,8,-1,NA,NA,122,3.55,29.1
06/03/13,7,-1,NA,NA,84,2.38,28.33
06/03/13,6,-1,NA,NA,94,2.81,29.89
06/03/13,5,-1,NA,NA,78,2.33,29.87
06/03/13,4,-1,NA,NA,53,1.54,29.05
06/03/13,3,-1,NA,NA,26,NA,26.29
06/03/13,2,-1,NA,NA,9,NA,NA
06/03/13,1,-1,NA,NA,0,NA,NA
08/03/13,12,11,NA,NA,0,NA,NA
08/03/13,11,-1,NA,NA,0,NA,NA
08/03/13,10,-1,NA,NA,55,1.56,28.36
08/03/13,9,-1,NA,NA,97,2.6,26.8
08/03/13,8,-1,NA,NA,124,3.23,26.65
08/03/13,7,-1,NA,NA,131,3.64,27.79
08/03/13,6,-1,NA,NA,163,4.59,28.16
08/03/13,5,-1,NA,NA,149,4.25,28.52
08/03/13,4,-1,NA,NA,128,3.58,27.97
08/03/13,3,-1,NA,NA,89,2.36,26.52
08/03/13,2,-1,NA,NA,55,NA,NA
08/03/13,1,-1,NA,NA,13,NA,NA
11/03/13,12,11,NA,NA,NA,NA,NA
11/03/13,11,-1,NA,NA,0,NA,NA
11/03/13,10,-1,NA,NA,1,NA,NA
11/03/13,9,-1,NA,NA,153,4.07,26.43
11/03/13,8,-1,NA,NA,193,5.39,27.93
11/03/13,7,-1,NA,NA,122,3.42,28.03
11/03/13,6,-1,NA,NA,124,3.57,28.77
11/03/13,5,-1,NA,NA,137,3.86,28.18
11/03/13,4,-1,NA,NA,126,3.61,28.65
11/03/13,3,-1,NA,NA,94,2.65,28.19
11/03/13,2,-1,NA,NA,69,1.88,27.75
11/03/13,1,-1,NA,NA,34,0.85,25
13/03/13,12,11,NA,NA,NA,NA,NA
13/03/13,11,-1,NA,NA,0,NA,NA
13/03/13,10,-1,NA,NA,0,NA,NA
13/03/13,9,-1,NA,NA,15,0.38,25.33
13/03/13,8,-1,NA,NA,102,2.77,27.16
13/03/13,7,-1,NA,NA,120,3.46,28.83
13/03/13,6,-1,NA,NA,135,3.95,29.25
13/03/13,5,-1,NA,NA,86,2.37,27.56
13/03/13,4,-1,NA,NA,65,1.84,28.31
13/03/13,3,-1,NA,NA,48,1.35,28.13
13/03/13,2,-1,NA,NA,31,NA,NA
13/03/13,1,-1,4,12,11,NA,NA
15/03/13,12,11,NA,NA,NA,NA,NA
15/03/13,11,-1,NA,NA,NA,NA,NA
15/03/13,10,-1,NA,NA,7,NA,NA
15/03/13,9,-1,0,4,134,NA,NA
15/03/13,8,-1,0,0,134,3.73,27.84
15/03/13,7,-1,0,8,162,4.51,27.84
15/03/13,6,-1,2,2,137,3.92,28.61
15/03/13,5,-1,2,2,124,3.49,28.15
15/03/13,4,-1,0,0,120,3.26,27.17
15/03/13,3,-1,9,7,97,2.65,27.32
15/03/13,2,-1,7,3,40,NA,NA
15/03/13,1,-1,12,3,8,NA,NA
18/03/13,12,11,NA,NA,NA,NA,NA
18/03/13,11,-1,NA,NA,NA,NA,NA
18/03/13,10,-1,0,0,0,NA,NA
18/03/13,9,-1,2,1,98,2.53,25.82
18/03/13,8,-1,4,2,231,6.09,26.36
18/03/13,7,-1,0,0,142,4.1,28.87
18/03/13,6,-1,4,5,116,3.32,28.62
18/03/13,5,-1,1,2,99,2.84,28.69
18/03/13,4,-1,0,0,144,4.09,28.4
18/03/13,3,-1,9,7,107,2.97,27.76
18/03/13,2,-1,4,5,85,2.28,26.82
18/03/13,1,-1,8,7,33,0.83,25.15
20/03/13,12,11,NA,NA,NA,NA,NA
20/03/13,11,-1,NA,NA,NA,NA,NA
20/03/13,10,-1,NA,NA,NA,NA,NA
20/03/13,9,-1,0,0,44,1.1,25
20/03/13,8,-1,7,2,54,1.39,25.74
20/03/13,7,-1,8,4,142,4.09,28.88
20/03/13,6,-1,4,6,94,2.71,28.83
20/03/13,5,-1,0,5,109,3.11,28.53
20/03/13,4,-1,4,0,66,1.82,27.58
20/03/13,3,-1,5,0,58,1.55,26.72
20/03/13,2,-1,6,2,33,0.92,27.88
20/03/13,1,-1,3,2,14,0.33,23.57
22/03/13,12,11,NA,NA,NA,NA,NA
22/03/13,11,-1,NA,NA,0,NA,NA
22/03/13,10,-1,0,0,47,1.2,25.53
22/03/13,9,-1,0,0,80,2.06,25.75
22/03/13,8,-1,5,4,56,1.53,27.32
22/03/13,7,-1,0,3,97,2.69,27.73
22/03/13,6,-1,0,4,108,3.02,27.96
22/03/13,5,-1,0,6,92,2.66,28.91
22/03/13,4,-1,1,6,75,2.07,27.6
22/03/13,3,-1,2,13,35,0.91,26
22/03/13,2,-1,0,11,41,1.12,27.32
22/03/13,1,-1,4,11,15,0.39,26
25/03/13,12,11,NA,NA,NA,NA,NA
25/03/13,11,-1,NA,NA,0,NA,NA
25/03/13,10,-1,0,0,0,NA,NA
25/03/13,9,-1,0,0,131,3.53,26.95
25/03/13,8,-1,0,0,163,4.36,26.75
25/03/13,7,-1,0,0,205,5.78,28.2
25/03/13,6,-1,2,6,147,4.2,28.57
25/03/13,5,-1,3,11,120,3.31,27.58
25/03/13,4,-1,2,6,116,3.25,28.2
25/03/13,3,-1,2,4,110,3.1,28.18
25/03/13,2,-1,0,0,91,2.35,25.82
25/03/13,1,-1,0,0,53,1.43,26.98
27/03/13,12,11,NA,NA,NA,NA,NA
27/03/13,11,-1,NA,NA,0,NA,NA
27/03/13,10,-1,0,0,0,NA,NA
27/03/13,9,-1,0,0,109,2.78,25.5
27/03/13,8,-1,2,4,76,2.04,26.84
27/03/13,7,-1,0,5,115,3.16,27.48
27/03/13,6,-1,0,0,78,2.24,28.85
27/03/13,5,-1,0,3,56,1.63,29.12
27/03/13,4,-1,0,10,40,1.14,28.5
27/03/13,3,-1,0,7,63,1.72,27.3
27/03/13,2,-1,0,9,19,0.48,25.26
27/03/13,1,-1,4,5,24,0.63,26.25
29/03/13,12,11,NA,NA,NA,NA,NA
29/03/13,11,-1,NA,NA,0,NA,NA
29/03/13,10,-1,0,0,0,NA,NA
29/03/13,9,-1,2,0,83,2.19,26.39
29/03/13,8,-1,0,3,89,2.41,27.08
29/03/13,7,-1,2,4,89,2.37,26.63
29/03/13,6,-1,0,4,83,2.37,28.55
29/03/13,5,-1,0,0,94,2.65,28.19
29/03/13,4,-1,2,10,49,1.42,28.98
29/03/13,3,-1,8,11,61,1.58,25.9
29/03/13,2,-1,3,5,40,1.04,26
29/03/13,1,-1,4,6,17,0.41,24.12
01/04/13,12,11,NA,NA,NA,NA,NA
01/04/13,11,-1,NA,NA,NA,NA,NA
01/04/13,10,-1,NA,0,NA,NA,NA
01/04/13,9,-1,0,0,NA,NA,NA
01/04/13,8,-1,2,4,126,3.54,28.1
01/04/13,7,-1,0,0,168,4.73,28.15
01/04/13,6,-1,1,11,114,3.31,29.64
01/04/13,5,-1,2,2,122,3.28,26.89
01/04/13,4,-1,0,11,95,2.7,28.42
01/04/13,3,-1,11,7,74,2.01,27.16
01/04/13,2,-1,3,5,71,1.85,26.06
01/04/13,1,-1,0,0,26,0.68,26.15
03/04/13,12,11,NA,NA,NA,NA,NA
03/04/13,11,-1,NA,NA,0,NA,NA
03/04/13,10,-1,0,0,0,NA,NA
03/04/13,9,-1,0,0,28,0.71,25.36
03/04/13,8,-1,0,2,123,3.49,28.37
03/04/13,7,-1,0,0,113,3.18,28.14
03/04/13,6,-1,2,3,110,3.17,28.82
03/04/13,5,-1,0,0,90,2.54,28.22
03/04/13,4,-1,0,4,59,1.69,28.64
03/04/13,3,-1,0,4,58,1.6,27.59
03/04/13,2,-1,5,4,42,1.14,27.14
03/04/13,1,-1,1,7,15,0.38,25.33
05/04/13,12,11,NA,NA,NA,NA,NA
05/04/13,11,-1,NA,NA,0,NA,NA
05/04/13,10,-1,0,0,0,NA,NA
05/04/13,9,-1,0,1,15,0.38,25.33
05/04/13,8,-1,3,2,122,3.36,27.54
05/04/13,7,-1,0,1,109,3.14,28.8
05/04/13,6,-1,4,0,93,2.55,27.42
05/04/13,5,-1,0,0,73,2.05,27.67
05/04/13,4,-1,4,10,82,2.26,27.56
05/04/13,3,-1,0,0,35,0.94,26.86
05/04/13,2,-1,3,4,45,1.11,24.67
05/04/13,1,-1,5,3,NA,0.46,23.16
08/04/13,12,11,NA,NA,NA,NA,NA
08/04/13,11,-1,NA,NA,0,NA,NA
08/04/13,10,-1,0,0,0,NA,NA
08/04/13,9,-1,0,1,84,2.2,26.19
08/04/13,8,-1,0,1,245,6.84,27.92
08/04/13,7,-1,0,1,130,3.59,27.62
08/04/13,6,-1,0,1,161,4.61,28.63
08/04/13,5,-1,2,1,85,2.4,28.24
08/04/13,4,-1,3,3,114,3.22,28.24
08/04/13,3,-1,0,0,91,2.52,27.69
08/04/13,2,-1,1,10,60,1.58,26.33
08/04/13,1,-1,0,6,41,1.03,25.12
10/04/13,12,11,NA,NA,NA,NA,NA
10/04/13,11,-1,NA,NA,0,NA,NA
10/04/13,10,-1,0,0,2,NA,NA
10/04/13,9,-1,2,6,80,2.06,25.12
10/04/13,8,-1,0,4,118,3.1,26.27
10/04/13,7,-1,3,5,78,2.19,28.08
10/04/13,6,-1,0,3,71,1.97,27.75
10/04/13,5,-1,0,5,86,2.44,28.37
10/04/13,4,-1,2,4,60,1.74,29
10/04/13,3,-1,3,5,44,1.18,26.82
10/04/13,2,-1,2,5,23,0.61,26.52
10/04/13,1,-1,4,7,19,0.47,24.74
12/04/13,12,11,NA,NA,NA,NA,NA
12/04/13,11,-1,NA,NA,0,NA,NA
12/04/13,10,-1,NA,NA,5,NA,NA
12/04/13,9,-1,NA,NA,125,NA,NA
12/04/13,8,-1,NA,NA,53,1.37,25.85
12/04/13,7,-1,NA,3,153,4.15,27.12
12/04/13,6,-1,NA,NA,109,2.93,26.88
12/04/13,5,-1,1,4,120,3.26,27.17
12/04/13,4,-1,3,3,69,1.82,26.38
12/04/13,3,-1,3,3,43,1.11,25.81
12/04/13,2,-1,8,4,26,NA,NA
12/04/13,1,-1,1,8,6,NA,NA
15/04/13,12,11,NA,NA,NA,NA,NA
15/04/13,11,-1,NA,NA,0,NA,NA
15/04/13,10,-1,0,0,0,NA,NA
15/04/13,9,-1,1,0,32,0.84,26.25
15/04/13,8,-1,4,4,112,3.06,27.32
15/04/13,7,-1,NA,2,161,4.56,28.32
15/04/13,6,-1,2,13,135,3.66,27.11
15/04/13,5,-1,NA,2,127,3.54,27.87
15/04/13,4,-1,4,9,97,2.69,27.73
15/04/13,3,-1,NA,0,85,2.33,27.41
15/04/13,2,-1,4,9,72,1.86,25.83
15/04/13,1,-1,4,6,NA,NA,NA
17/04/13,12,11,NA,NA,NA,NA,NA
17/04/13,11,-1,NA,NA,0,NA,NA
17/04/13,10,-1,0,0,0,NA,NA
17/04/13,9,-1,0,0,10,NA,NA
17/04/13,8,-1,0,0,91,NA,NA
17/04/13,7,-1,0,0,171,NA,27.78
17/04/13,6,-1,0,0,55,1.52,27.64
17/04/13,5,-1,6,8,94,2.65,28.19
17/04/13,4,-1,4,3,50,1.42,27.84
17/04/13,3,-1,0,0,56,1.52,27.14
17/04/13,2,-1,9,3,34,0.88,25.88
17/04/13,1,-1,0,0,9,0.22,24.44
19/04/13,12,11,NA,NA,NA,NA,NA
19/04/13,11,-1,NA,NA,NA,NA,NA
19/04/13,10,-1,NA,NA,NA,NA,NA
19/04/13,9,-1,2,0,92,2.19,23.8
19/04/13,8,-1,3,3,155,3.98,25.68
19/04/13,7,-1,13,3,95,2.28,24
19/04/13,6,-1,14,0,143,3.67,25.66
19/04/13,5,-1,4,8,87,2.1,24.14
19/04/13,4,-1,3,3,113,2.87,25.4
19/04/13,3,-1,14,4,45,1.1,24.44
19/04/13,2,-1,6,4,32,0.73,22.81
19/04/13,1,-1,NA,NA,9,0.19,21.11
22/04/13,12,11,NA,NA,NA,NA,NA
22/04/13,11,-1,NA,NA,NA,NA,NA
22/04/13,10,-1,NA,NA,NA,NA,NA
22/04/13,9,-1,4,3,NA,NA,NA
22/04/13,8,-1,10,6,193,4.96,25.69
22/04/13,7,-1,3,1,88,2.3,26.13
22/04/13,6,-1,6,5,127,3.5,27.55
22/04/13,5,-1,6,10,83,2.13,25.66
22/04/13,4,-1,19,8,79,2.18,27.59
22/04/13,3,-1,6,12,62,1.67,26.93
22/04/13,2,-1,8,5,37,0.94,25.4
22/04/13,1,-1,5,3,24,0.59,24.58
24/04/13,12,11,NA,NA,NA,NA,NA
24/04/13,11,-1,NA,NA,0,NA,NA
24/04/13,10,-1,0,0,2,NA,NA
24/04/13,9,-1,0,0,56,NA,NA
24/04/13,8,-1,0,14,21,0.54,25.71
24/04/13,7,-1,2,0,62,1.66,26.77
24/04/13,6,-1,2,10,64,1.6,25.78
24/04/13,5,-1,0,0,37,0.89,24.72
24/04/13,4,-1,3,10,47,1.27,26.81
24/04/13,3,-1,1,9,15,0.38,25.33
24/04/13,2,-1,2,5,14,0.36,25.71
24/04/13,1,-1,3,4,1,NA,NA
26/04/13,12,11,NA,NA,NA,NA,NA
26/04/13,11,-1,NA,NA,0,NA,NA
26/04/13,10,-1,0,0,0,NA,NA
26/04/13,9,-1,3,3,141,3.47,24.61
26/04/13,8,-1,3,0,73,2,27.4
26/04/13,7,-1,3,3,112,2.93,26.16
26/04/13,6,-1,0,0,94,2.43,25.85
26/04/13,5,-1,13,0,60,1.58,26.33
26/04/13,4,-1,10,6,55,1.41,25.64
26/04/13,3,-1,4,3,42,1.14,27.14
26/04/13,2,-1,7,6,17,NA,NA
26/04/13,1,-1,0,5,6,NA,NA
29/04/13,12,11,NA,NA,NA,NA,NA
29/04/13,11,-1,NA,NA,0,NA,NA
29/04/13,10,-1,0,0,0,NA,NA
29/04/13,9,-1,0,0,34,0.92,27.06
29/04/13,8,-1,3,8,77,2.05,26.62
29/04/13,7,-1,4,5,187,5.04,26.95
29/04/13,6,-1,5,6,142,3.78,26.69
29/04/13,5,-1,2,2,101,2.58,25.54
29/04/13,4,-1,6,3,117,3.19,27.26
29/04/13,3,-1,7,1,96,2.55,26.56
29/04/13,2,-1,0,0,51,1.28,25.1
29/04/13,1,-1,3,5,27,0.66,24.44
01/05/13,12,11,NA,NA,NA,NA,NA
01/05/13,11,-1,NA,NA,0,NA,NA
01/05/13,10,-1,0,0,0,NA,NA
01/05/13,9,-1,0,0,55,1.34,24.36
01/05/13,8,-1,0,3,110,2.98,27.09
01/05/13,7,-1,0,1,86,2.24,26.05
01/05/13,6,-1,4,3,62,1.64,26.45
01/05/13,5,-1,0,3,101,2.75,27.23
01/05/13,4,-1,0,3,61,1.59,26.07
01/05/13,3,-1,4,3,45,1.2,26.67
01/05/13,2,-1,1,4,27,0.69,25.56
01/05/13,1,-1,NA,2,7,NA,NA
03/05/13,12,11,NA,NA,NA,NA,NA
03/05/13,11,-1,NA,NA,0,NA,NA
03/05/13,10,-1,0,0,0,NA,NA
03/05/13,9,-1,0,0,167,4.29,25.69
03/05/13,8,-1,2,4,130,3.52,27.08
03/05/13,7,-1,0,2,63,1.73,27.46
03/05/13,6,-1,0,0,73,2.01,27.53
03/05/13,5,-1,4,0,108,2.94,27.22
03/05/13,4,-1,6,4,49,1.27,25.92
03/05/13,3,-1,7,4,52,1.37,26.35
03/05/13,2,-1,6,2,18,NA,NA
03/05/13,1,-1,2,0,2,NA,NA
06/05/13,12,11,NA,NA,NA,NA,NA
06/05/13,11,-1,NA,NA,NA,NA,NA
06/05/13,10,-1,0,0,NA,NA,NA
06/05/13,9,-1,0,0,NA,NA,25.58
06/05/13,8,-1,1,3,134,3.55,26.49
06/05/13,7,-1,3,7,170,4.57,26.88
06/05/13,6,-1,0,10,195,5.65,28.97
06/05/13,5,-1,5,12,126,3.52,27.94
06/05/13,4,-1,5,3,92,2.51,27.28
06/05/13,3,-1,10,3,83,2.26,27.23
06/05/13,2,-1,10,3,45,1.18,26.22
06/05/13,1,-1,10,5,36,0.93,25.83
08/05/13,12,11,NA,NA,NA,NA,NA
08/05/13,11,-1,0,0,0,NA,NA
08/05/13,10,-1,0,0,0,NA,NA
08/05/13,9,-1,0,0,18,0.45,25
08/05/13,8,-1,0,0,100,2.79,27.9
08/05/13,7,-1,2,3,86,2.45,28.49
08/05/13,6,-1,4,2,81,2.29,28.27
08/05/13,5,-1,3,4,73,2.03,27.81
08/05/13,4,-1,6,0,57,1.6,28.67
08/05/13,3,-1,7,6,32,0.91,28.44
08/05/13,2,-1,3,7,33,0.87,26.36
08/05/13,1,-1,1,1,16,0.4,25
10/05/13,12,11,NA,NA,NA,NA,NA
10/05/13,11,-1,NA,NA,0,NA,NA
10/05/13,10,-1,NA,NA,0,NA,NA
10/05/13,9,-1,NA,NA,0,NA,NA
10/05/13,8,-1,NA,1,102,2.61,25.59
10/05/13,7,-1,NA,NA,145,4.1,28.08
10/05/13,6,-1,NA,NA,119,3.33,27.98
10/05/13,5,-1,NA,1,61,1.67,27.38
10/05/13,4,-1,NA,NA,56,1.53,27.32
10/05/13,3,-1,1,NA,80,2.18,27.25
10/05/13,2,-1,NA,NA,45,NA,NA
10/05/13,1,-1,NA,NA,15,NA,NA
13/05/13,12,11,NA,NA,NA,NA,NA
13/05/13,11,-1,NA,NA,0,NA,NA
13/05/13,10,-1,0,0,0,NA,NA
13/05/13,9,-1,0,1,3,NA,NA
13/05/13,8,-1,0,0,191,4.92,25.76
13/05/13,7,-1,1,NA,157,4.43,28.22
13/05/13,6,-1,0,0,151,4.34,28.74
13/05/13,5,-1,0,0,83,2.42,29.04
13/05/13,4,-1,2,3,86,2.44,28.37
13/05/13,3,-1,7,3,67,1.9,28.35
13/05/13,2,-1,3,3,48,NA,26.82
13/05/13,1,-1,5,1,18,NA,NA
15/05/13,12,11,NA,NA,0,NA,NA
15/05/13,11,-1,NA,NA,0,NA,NA
15/05/13,10,-1,0,0,0,NA,NA
15/05/13,9,-1,NA,NA,5,NA,NA
15/05/13,8,-1,NA,NA,49,NA,NA
15/05/13,7,-1,0,1,67,1.94,28.96
15/05/13,6,-1,0,1,60,1.8,30
15/05/13,5,-1,0,NA,114,3.35,29.39
15/05/13,4,-1,0,NA,45,1.28,28.44
15/05/13,3,-1,0,NA,39,1.05,26.92
15/05/13,2,-1,1,4,28,NA,26.29
15/05/13,1,-1,2,6,7,NA,NA
17/05/13,12,11,NA,NA,0,NA,NA
17/05/13,11,-1,NA,NA,0,NA,NA
17/05/13,10,-1,0,0,0,NA,NA
17/05/13,9,-1,0,0,43,1.14,26.51
