Date,Tray,check,U_count,A_count,P_count,G_total,Mg_avg
20/08/14,4,-1,3,1,39,1.08,27.69
20/08/14,3,-1,4,2,36,0.99,27.5
20/08/14,2,-1,3,6,40,1.05,26.25
20/08/14,1,-1,8,2,5,0.14,28
22/08/14,12,11,0,0,0,NA,NA
22/08/14,11,-1,0,0,0,NA,NA
22/08/14,10,-1,5,2,123,3.35,27.24
22/08/14,9,-1,2,1,106,3.01,28.4
22/08/14,8,-1,2,0,145,4.35,30
22/08/14,7,-1,0,3,120,3.59,29.92
22/08/14,6,-1,4,1,152,4.5,29.61
22/08/14,5,-1,3,2,100,3.01,30.1
22/08/14,4,-1,6,3,48,1.33,27.71
22/08/14,3,-1,6,4,48,1.31,27.29
22/08/14,2,-1,7,8,43,1.22,28.37
22/08/14,1,-1,NA,NA,NA,NA,NA
25/08/14,12,11,0,0,0,NA,NA
25/08/14,11,-1,0,0,0,NA,NA
25/08/14,10,-1,1,0,210,5.79,27.57
25/08/14,9,-1,0,0,134,3.75,27.99
25/08/14,8,-1,2,3,177,5.02,28.36
25/08/14,7,-1,4,1,175,5.04,28.8
25/08/14,6,-1,5,2,141,4.16,29.5
25/08/14,5,-1,6,6,164,4.8,29.27
25/08/14,4,-1,5,2,100,2.74,27.4
25/08/14,3,-1,3,4,138,3.77,27.32
25/08/14,2,-1,6,2,52,1.43,27.5
25/08/14,1,-1,9,8,18,0.48,26.67
27/08/14,12,11,0,0,0,NA,NA
27/08/14,11,-1,0,0,0,NA,NA
27/08/14,10,-1,2,0,46,1.21,26.3
27/08/14,9,-1,2,1,144,4.31,29.93
27/08/14,8,-1,0,2,127,3.95,31.1
27/08/14,7,-1,2,0,66,1.95,29.55
27/08/14,6,-1,4,0,100,3.14,31.4
27/08/14,5,-1,4,6,62,1.94,31.29
27/08/14,4,-1,4,5,49,1.47,30
27/08/14,3,-1,8,6,60,1.72,28.67
27/08/14,2,-1,6,3,57,1.63,28.6
27/08/14,1,-1,9,8,16,0.4,25
29/08/14,12,11,0,0,0,NA,NA
29/08/14,11,-1,0,0,3,0.08,26.67
29/08/14,10,-1,0,0,79,2.36,29.87
29/08/14,9,-1,1,0,76,2.29,30.13
29/08/14,8,-1,3,2,84,2.62,31.19
29/08/14,7,-1,3,0,100,3.08,30.8
29/08/14,6,-1,1,0,78,2.33,29.87
29/08/14,5,-1,4,1,87,2.65,30.46
29/08/14,4,-1,0,0,68,1.95,28.68
29/08/14,3,-1,6,5,43,1.26,29.3
29/08/14,2,-1,6,2,31,0.87,28.07
29/08/14,1,-1,0,0,NA,NA,NA
01/09/14,12,11,0,0,0,NA,NA
01/09/14,11,-1,0,0,0,NA,NA
01/09/14,10,-1,0,0,224,5.58,24.91
01/09/14,9,-1,0,0,216,5.83,26.99
01/09/14,8,-1,1,0,196,5.39,27.5
01/09/14,7,-1,2,3,176,5.11,29.03
01/09/14,6,-1,1,2,176,5.05,28.69
01/09/14,5,-1,3,0,176,5.02,28.52
01/09/14,4,-1,6,1,205,5.75,28.05
01/09/14,3,-1,2,2,110,2.91,26.46
01/09/14,2,-1,3,3,61,1.61,26.39
01/09/14,1,-1,4,8,29,0.71,24.48
03/09/14,12,11,0,0,0,NA,NA
03/09/14,11,-1,0,0,0,NA,NA
03/09/14,10,-1,1,1,40,1.03,25.75
03/09/14,9,-1,1,2,105,2.93,27.91
03/09/14,8,-1,2,2,80,2.36,29.5
03/09/14,7,-1,2,1,108,3.28,30.37
03/09/14,6,-1,0,3,86,2.56,29.77
03/09/14,5,-1,3,5,77,2.3,29.87
03/09/14,4,-1,1,1,39,1.19,30.41
03/09/14,3,-1,3,4,21,0.6,28.57
03/09/14,2,-1,5,5,24,0.68,28.33
03/09/14,1,-1,8,6,7,0.19,27.14
05/09/14,12,11,0,0,0,NA,NA
05/09/14,11,-1,0,0,0,NA,NA
05/09/14,10,-1,0,0,113,3.18,28.14
05/09/14,9,-1,0,0,108,3.08,28.52
05/09/14,8,-1,1,0,159,4.92,30.94
05/09/14,7,-1,1,2,109,3.33,30.55
05/09/14,6,-1,1,3,75,2.36,31.47
05/09/14,5,-1,2,0,87,2.59,29.77
05/09/14,4,-1,4,3,76,2.27,29.87
05/09/14,3,-1,6,2,50,1.39,27.8
05/09/14,2,-1,2,8,39,1.06,27.18
05/09/14,1,-1,NA,NA,NA,NA,NA
08/09/14,12,11,0,0,0,NA,NA
08/09/14,11,-1,0,0,0,NA,NA
08/09/14,10,-1,0,0,220,5.88,26.73
08/09/14,9,-1,2,1,179,5.12,28.6
08/09/14,8,-1,1,2,134,4.06,30.3
08/09/14,7,-1,3,0,182,5.58,30.66
08/09/14,6,-1,4,1,148,4.52,30.54
08/09/14,5,-1,2,3,124,3.68,29.68
08/09/14,4,-1,8,6,166,5.4,32.53
08/09/14,3,-1,3,3,144,4.12,28.61
08/09/14,2,-1,6,2,41,1.15,28.05
08/09/14,1,-1,NA,NA,NA,NA,NA
10/09/14,12,11,0,0,0,NA,NA
10/09/14,11,-1,0,0,0,NA,NA
10/09/14,10,-1,0,0,49,1.26,25.71
10/09/14,9,-1,0,0,88,2.46,27.96
10/09/14,8,-1,1,0,129,3.89,30.16
10/09/14,7,-1,1,1,79,2.45,31.01
10/09/14,6,-1,0,0,77,2.3,29.87
10/09/14,5,-1,3,1,51,1.54,30.7
10/09/14,4,-1,6,0,42,1.23,29.29
10/09/14,3,-1,2,5,35,1,28.57
10/09/14,2,-1,6,5,12,0.33,27.5
10/09/14,1,-1,8,3,29,0.74,25.52
12/09/14,12,11,0,0,0,NA,NA
12/09/14,11,-1,0,0,0,NA,NA
12/09/14,10,-1,0,0,90,2.47,27.44
12/09/14,9,-1,0,0,103,2.95,28.64
12/09/14,8,-1,0,0,134,3.83,28.58
12/09/14,7,-1,1,1,125,3.81,30.48
12/09/14,6,-1,2,1,140,4.1,29.29
12/09/14,5,-1,1,4,88,2.52,28.64
12/09/14,4,-1,6,6,61,1.7,27.87
12/09/14,3,-1,8,4,39,1.07,27.44
12/09/14,2,-1,6,5,11,0.28,25.46
12/09/14,1,-1,0,0,NA,NA,NA
15/09/14,12,11,0,0,0,NA,NA
15/09/14,11,-1,0,0,0,NA,NA
15/09/14,10,-1,2,0,113,3.1,27.43
15/09/14,9,-1,1,1,124,3.66,29.52
15/09/14,8,-1,3,1,115,3.38,29.39
15/09/14,7,-1,1,3,125,3.76,30.08
15/09/14,6,-1,6,2,135,4.2,31.11
15/09/14,5,-1,2,4,126,3.67,29.13
15/09/14,4,-1,3,1,90,2.66,29.56
15/09/14,3,-1,0,3,78,2.22,28.46
15/09/14,2,-1,4,4,57,1.64,28.77
15/09/14,1,-1,6,9,21,0.58,27.62
17/09/14,12,11,0,0,0,NA,NA
17/09/14,11,-1,0,0,0,NA,NA
17/09/14,10,-1,0,0,56,1.51,26.96
17/09/14,9,-1,0,0,115,3.22,28
17/09/14,8,-1,0,1,136,3.95,29.04
17/09/14,7,-1,1,0,93,2.81,30.22
17/09/14,6,-1,2,1,135,4.06,30.07
17/09/14,5,-1,3,1,84,2.4,28.57
17/09/14,4,-1,1,4,80,2.22,27.75
17/09/14,3,-1,3,3,54,1.52,28.15
17/09/14,2,-1,2,6,66,1.82,27.58
17/09/14,1,-1,8,4,NA,NA,NA
19/09/14,12,11,0,0,0,NA,NA
19/09/14,11,-1,0,0,0,NA,NA
19/09/14,10,-1,0,0,99,2.9,29.29
19/09/14,9,-1,1,1,90,2.69,29.89
19/09/14,8,-1,0,2,99,3.01,30.4
19/09/14,7,-1,2,0,135,4.27,31.63
19/09/14,6,-1,2,2,91,2.9,31.87
19/09/14,5,-1,4,2,82,2.45,29.88
19/09/14,4,-1,6,4,63,1.81,28.73
19/09/14,3,-1,1,6,53,1.53,28.87
19/09/14,2,-1,4,3,37,1.08,29.19
19/09/14,1,-1,NA,NA,NA,NA,NA
22/09/14,12,11,0,0,0,NA,NA
23/05/14,11,-1,0,0,0,NA,NA
22/09/14,10,-1,0,0,81,2.02,24.94
22/09/14,9,-1,0,0,113,2.95,26.11
22/09/14,8,-1,1,2,101,2.66,26.34
22/09/14,7,-1,2,0,125,3.43,27.44
22/09/14,6,-1,4,0,133,3.56,26.77
22/09/14,5,-1,3,3,148,4.1,27.7
22/09/14,4,-1,2,6,135,3.62,26.82
22/09/14,3,-1,7,4,82,2.16,26.34
22/09/14,2,-1,4,3,55,1.42,25.82
22/09/14,1,-1,9,6,36,0.95,26.39
24/09/14,12,11,0,0,0,NA,NA
24/09/14,11,-1,0,0,0,NA,NA
24/09/14,10,-1,0,0,98,2.36,24.08
24/09/14,9,-1,0,0,94,2.4,25.53
24/09/14,8,-1,0,1,76,1.92,25.26
24/09/14,7,-1,1,1,55,1.54,28
24/09/14,6,-1,0,0,61,1.56,25.57
24/09/14,5,-1,0,2,63,1.63,25.87
24/09/14,4,-1,3,0,65,1.59,24.46
24/09/14,3,-1,3,4,40,1,25
24/09/14,2,-1,5,2,19,0.45,23.68
24/09/14,1,-1,3,3,3,0.08,26.67
26/09/14,12,11,0,0,0,NA,NA
26/09/14,11,-1,0,0,0,NA,NA
26/09/14,10,-1,0,0,71,1.98,27.89
26/09/14,9,-1,0,0,59,1.82,30.85
26/09/14,8,-1,0,0,123,3.68,29.92
26/09/14,7,-1,1,1,81,2.38,29.38
26/09/14,6,-1,3,2,78,2.29,29.36
26/09/14,5,-1,4,1,110,3.38,30.73
26/09/14,4,-1,2,6,64,1.81,28.28
26/09/14,3,-1,1,3,45,1.27,28.22
26/09/14,2,-1,8,6,28,0.79,28.21
26/09/14,1,-1,NA,NA,NA,NA,NA
29/09/14,12,11,0,0,0,NA,NA
29/09/14,11,-1,0,0,0,NA,NA
29/09/14,10,-1,0,0,6,0.17,28.33
29/09/14,9,-1,0,0,81,2.21,27.28
29/09/14,8,-1,0,3,129,3.53,27.36
29/09/14,7,-1,2,1,126,3.46,27.46
29/09/14,6,-1,4,3,171,4.65,27.19
29/09/14,5,-1,2,2,180,4.87,27.06
29/09/14,4,-1,2,0,133,3.51,26.39
29/09/14,3,-1,4,3,87,2.31,26.55
29/09/14,2,-1,5,0,62,1.67,26.94
29/09/14,1,-1,6,6,45,1.1,24.44
01/10/14,12,11,0,0,0,NA,NA
01/10/14,11,-1,0,0,0,NA,NA
01/10/14,10,-1,0,0,36,0.95,26.39
01/10/14,9,-1,0,0,60,1.6,26.67
01/10/14,8,-1,0,0,92,2.41,26.2
01/10/14,7,-1,0,0,72,1.96,27.22
01/10/14,6,-1,0,1,48,1.34,27.92
01/10/14,5,-1,0,0,85,2.3,27.06
01/10/14,4,-1,2,1,80,2.09,26.13
01/10/14,3,-1,2,2,55,1.46,26.55
01/10/14,2,-1,4,0,14,0.34,24.29
01/10/14,1,-1,NA,NA,NA,NA,NA
03/10/14,12,11,0,0,0,NA,NA
03/10/14,11,-1,0,0,0,NA,NA
03/10/14,10,-1,0,0,106,2.65,25
03/10/14,9,-1,0,0,80,2.23,27.88
03/10/14,8,-1,0,0,68,1.84,27.06
03/10/14,7,-1,0,0,63,1.68,26.67
03/10/14,6,-1,0,0,82,2.18,26.59
03/10/14,5,-1,0,0,88,2.31,26.25
03/10/14,4,-1,2,1,79,2.06,26.08
03/10/14,3,-1,0,0,50,1.3,26
03/10/14,2,-1,0,0,52,1.28,24.62
03/10/14,1,-1,NA,NA,NA,NA,NA
06/10/14,12,11,0,0,0,NA,NA
06/10/14,11,-1,0,0,0,NA,NA
06/10/14,10,-1,0,0,90,2.29,25.44
06/10/14,9,-1,1,0,135,3.55,26.3
06/10/14,8,-1,1,3,137,3.82,27.88
06/10/14,7,-1,4,0,130,3.66,28.15
06/10/14,6,-1,6,5,137,3.9,28.47
06/10/14,5,-1,7,7,103,2.8,27.19
06/10/14,4,-1,3,1,98,2.74,27.96
06/10/14,3,-1,4,6,136,3.98,29.27
06/10/14,2,-1,1,9,80,2.13,26.63
06/10/14,1,-1,8,8,39,1.05,26.92
08/10/14,12,11,0,0,0,NA,NA
08/10/14,11,-1,0,0,0,NA,NA
08/10/14,10,-1,0,0,14,0.36,25.71
08/10/14,9,-1,0,1,43,1.1,25.58
08/10/14,8,-1,0,0,46,1.25,27.17
08/10/14,7,-1,0,1,95,2.81,29.58
08/10/14,6,-1,1,1,106,3.21,30.29
08/10/14,5,-1,0,0,100,2.9,29
08/10/14,4,-1,1,0,94,2.59,27.55
08/10/14,3,-1,1,1,59,1.65,27.97
08/10/14,2,-1,1,2,32,0.86,26.88
08/10/14,1,-1,6,4,24,0.67,27.92
10/10/14,12,11,0,0,0,NA,NA
10/10/14,11,-1,0,0,0,NA,NA
10/10/14,10,-1,1,0,26,0.73,28.08
10/10/14,9,-1,1,1,41,1.25,30.49
10/10/14,8,-1,0,0,71,2.08,29.3
10/10/14,7,-1,2,3,85,2.65,31.18
10/10/14,6,-1,2,2,75,2.22,29.6
10/10/14,5,-1,3,1,84,2.55,30.36
10/10/14,4,-1,3,2,81,2.34,28.89
10/10/14,3,-1,3,2,48,1.32,27.5
10/10/14,2,-1,3,1,27,0.76,28.15
10/10/14,1,-1,3,2,5,0.14,28
13/10/14,12,11,0,0,0,NA,NA
13/10/14,11,-1,0,0,0,NA,NA
13/10/14,10,-1,NA,NA,NA,NA,NA
13/10/14,9,-1,0,1,124,3.52,28.39
13/10/14,8,-1,2,2,175,5.11,29.2
13/10/14,7,-1,2,2,127,3.77,30.4
13/10/14,6,-1,3,0,124,3.6,29.03
13/10/14,5,-1,3,1,129,3.59,27.83
13/10/14,4,-1,3,3,105,2.94,28
13/10/14,3,-1,3,1,116,3.24,27.93
13/10/14,2,-1,3,4,105,2.81,26.76
13/10/14,1,-1,4,5,60,1.67,27.83
15/10/14,12,11,0,0,0,NA,NA
15/10/14,11,-1,0,0,0,NA,NA
15/10/14,10,-1,0,0,10,0.26,26
15/10/14,9,-1,2,2,109,3.23,29.63
15/10/14,8,-1,2,0,114,3.35,29.39
15/10/14,7,-1,2,1,88,2.68,30.46
15/10/14,6,-1,2,2,82,2.49,30.37
15/10/14,5,-1,2,3,81,2.42,29.88
15/10/14,4,-1,3,1,71,2.08,29.3
15/10/14,3,-1,6,4,48,1.46,30.42
15/10/14,2,-1,3,2,43,1.31,30.47
15/10/14,1,-1,2,1,20,0.58,29
17/10/14,12,11,0,0,0,NA,NA
17/10/14,11,-1,0,0,NA,NA,NA
17/10/14,10,-1,0,0,NA,NA,NA
17/10/14,9,-1,0,0,74,2.28,30.81
17/10/14,8,-1,1,1,67,1.98,29.55
17/10/14,7,-1,1,2,66,2.39,36.21
17/10/14,6,-1,2,3,63,2.02,32.06
17/10/14,5,-1,2,4,100,3.1,31
17/10/14,4,-1,3,4,65,1.82,28
17/10/14,3,-1,3,3,NA,NA,NA
17/10/14,2,-1,2,2,54,1.62,30
17/10/14,1,-1,4,3,14,0.36,25.71
20/10/14,12,11,0,0,0,NA,NA
20/10/14,11,-1,0,0,0,NA,NA
20/10/14,10,-1,0,0,22,0.61,27.72
20/10/14,9,-1,0,0,104,2.61,25.1
20/10/14,8,-1,2,1,82,2.33,28.29
20/10/14,7,-1,3,1,83,2.42,29.16
20/10/14,6,-1,1,0,100,2.84,28.4
20/10/14,5,-1,3,1,165,4.77,28.91
20/10/14,4,-1,3,4,99,2.79,28.18
20/10/14,3,-1,8,4,171,4.87,28.48
20/10/14,2,-1,2,4,91,2.49,27.36
20/10/14,1,-1,0,0,74,1.97,26.62
22/10/14,12,11,0,0,0,NA,NA
22/10/14,11,-1,0,0,0,NA,NA
22/10/14,10,-1,0,0,19,0.48,25.26
22/10/14,9,-1,0,0,68,1.83,26.91
22/10/14,8,-1,0,1,92,2.6,28.26
22/10/14,7,-1,0,0,85,2.49,29.29
22/10/14,6,-1,2,1,70,2.11,30.14
22/10/14,5,-1,0,0,70,2.03,29
22/10/14,4,-1,2,0,67,1.9,28.36
22/10/14,3,-1,3,1,50,1.41,28.2
22/10/14,2,-1,2,4,40,1.12,28
22/10/14,1,-1,1,1,26,0.7,26.92
24/10/14,12,11,0,0,0,NA,NA
24/10/14,11,-1,0,0,0,NA,NA
24/10/14,10,-1,0,0,38,0.99,26.05
24/10/14,9,-1,0,0,76,2.05,26.97
24/10/14,8,-1,0,0,135,4.15,30.74
24/10/14,7,-1,0,0,116,3.57,30.78
24/10/14,6,-1,0,1,82,2.58,31.46
24/10/14,5,-1,0,0,87,2.67,30.69
24/10/14,4,-1,1,2,75,2.29,30.53
24/10/14,3,-1,4,6,49,1.43,29.18
24/10/14,2,-1,3,2,37,1.05,28.38
24/10/14,1,-1,4,4,2,0.05,25
27/10/14,12,11,0,0,0,NA,NA
27/10/14,11,-1,0,0,0,NA,NA
27/10/14,10,-1,0,0,28,0.8,28.37
27/10/14,9,-1,0,0,106,2.96,27.93
27/10/14,8,-1,0,0,63,1.92,30.48
27/10/14,7,-1,0,0,152,4.75,31.25
27/10/14,6,-1,2,0,183,5.77,31.53
27/10/14,5,-1,1,0,146,4.53,31.03
27/10/14,4,-1,3,3,87,2.62,30.12
27/10/14,3,-1,4,1,121,3.69,30.5
27/10/14,2,-1,0,2,64,1.92,30
27/10/14,1,-1,5,5,57,1.63,28.6
29/10/14,12,11,0,0,0,NA,NA
29/10/14,11,-1,0,0,0,NA,NA
29/10/14,10,-1,2,0,NA,NA,NA
29/10/14,9,-1,1,0,NA,NA,NA
29/10/14,8,-1,0,0,NA,NA,NA
29/10/14,7,-1,2,0,NA,NA,NA
29/10/14,6,-1,0,1,NA,NA,NA
29/10/14,5,-1,0,0,NA,NA,NA
29/10/14,4,-1,2,1,NA,NA,NA
29/10/14,3,-1,2,2,NA,NA,NA
29/10/14,2,-1,1,0,NA,NA,NA
29/10/14,1,-1,3,4,NA,NA,NA
31/10/14,12,11,0,0,0,NA,NA
31/10/14,11,-1,0,0,0,NA,NA
31/10/14,10,-1,0,0,NA,NA,NA
31/10/14,9,-1,0,0,NA,NA,NA
31/10/14,8,-1,0,0,NA,NA,NA
31/10/14,7,-1,2,1,NA,NA,NA
31/10/14,6,-1,1,0,NA,NA,NA
31/10/14,5,-1,1,2,NA,NA,NA
31/10/14,4,-1,0,0,NA,NA,NA
31/10/14,3,-1,1,3,NA,NA,NA
31/10/14,2,-1,2,4,NA,NA,NA
31/10/14,1,-1,6,3,NA,NA,NA
03/11/14,12,11,NA,NA,NA,NA,NA
03/11/14,11,-1,NA,NA,NA,NA,NA
03/11/14,10,-1,NA,NA,NA,NA,NA
03/11/14,9,-1,NA,NA,NA,NA,NA
03/11/14,8,-1,NA,NA,NA,NA,NA
03/11/14,7,-1,NA,NA,NA,NA,NA
03/11/14,6,-1,NA,NA,NA,NA,NA
03/11/14,5,-1,NA,NA,NA,NA,NA
03/11/14,4,-1,NA,NA,NA,NA,NA
03/11/14,3,-1,NA,NA,NA,NA,NA
03/11/14,2,-1,NA,NA,NA,NA,NA
03/11/14,1,-1,NA,NA,NA,NA,NA
05/11/14,12,11,NA,NA,NA,NA,NA
05/11/14,11,-1,NA,NA,NA,NA,NA
05/11/14,10,-1,NA,NA,NA,NA,NA
05/11/14,9,-1,NA,NA,NA,NA,NA
05/11/14,8,-1,NA,NA,NA,NA,NA
05/11/14,7,-1,NA,NA,NA,NA,NA
05/11/14,6,-1,NA,NA,NA,NA,NA
05/11/14,5,-1,NA,NA,NA,NA,NA
05/11/14,4,-1,NA,NA,NA,NA,NA
05/11/14,3,-1,NA,NA,NA,NA,NA
05/11/14,2,-1,NA,NA,NA,NA,NA
05/11/14,1,-1,NA,NA,NA,NA,NA
07/11/14,12,11,0,0,0,NA,NA
07/11/14,11,-1,0,0,0,NA,NA
07/11/14,10,-1,0,0,35,0.92,26.29
07/11/14,9,-1,0,0,111,3.22,29.01
07/11/14,8,-1,3,4,100,2.98,29.8
07/11/14,7,-1,6,1,66,1.99,30.15
07/11/14,6,-1,7,1,70,2.04,29.14
07/11/14,5,-1,6,2,77,2.27,29.48
07/11/14,4,-1,8,0,51,1.46,28.63
07/11/14,3,-1,9,3,70,2.06,29.43
07/11/14,2,-1,11,1,39,1.12,28.72
07/11/14,1,-1,8,2,3,0.09,30
10/11/14,12,11,0,0,0,NA,NA
10/11/14,11,-1,0,0,0,NA,NA
10/11/14,10,-1,1,0,26,0.7,26.9
10/11/14,9,-1,0,0,69,1.89,27.4
10/11/14,8,-1,2,1,101,2.9,28.7
10/11/14,7,-1,1,2,96,2.77,28.9
10/11/14,6,-1,3,2,165,4.89,29.6
10/11/14,5,-1,5,6,101,2.94,29.1
10/11/14,4,-1,4,0,64,1.84,28.8
10/11/14,3,-1,4,3,109,3.01,27.6
10/11/14,2,-1,4,NA,89,2.5,28.1
10/11/14,1,-1,2,6,56,1.56,27.9
12/11/14,12,11,0,0,0,NA,NA
12/11/14,11,-1,0,0,0,NA,NA
12/11/14,10,-1,0,0,49,1.29,26.3
12/11/14,9,-1,4,0,106,2.98,28
12/11/14,8,-1,0,1,83,2.42,29.1
12/11/14,7,-1,2,3,76,2.25,29.6
12/11/14,6,-1,2,2,90,2.59,28.7
12/11/14,5,-1,2,0,122,3.6,29.5
12/11/14,4,-1,6,4,66,1.91,28.9
12/11/14,3,-1,0,5,51,1.48,29
12/11/14,2,-1,5,9,23,0.61,26.5
12/11/14,1,-1,NA,2,31,0.88,28.38
14/11/14,12,11,0,0,0,NA,NA
14/11/14,11,-1,0,0,0,NA,NA
14/11/14,10,-1,2,3,59,1.61,27.1
14/11/14,9,-1,0,2,96,2.71,28.5
14/11/14,8,-1,NA,1,113,3.33,29.4
14/11/14,7,-1,3,NA,103,3.06,29.6
14/11/14,6,-1,3,5,89,2.61,29.2
14/11/14,5,-1,2,NA,61,1.65,26.9
14/11/14,4,-1,5,3,129,3.76,29.1
14/11/14,3,-1,1,8,50,1.45,29
14/11/14,2,-1,5,6,25,0.73,NA
14/11/14,1,-1,1,8,24,0.68,28.3
17/11/14,12,11,0,0,0,NA,NA
17/11/14,11,-1,0,0,0,NA,NA
17/11/14,10,-1,1,1,33,0.92,27.88
17/11/14,9,-1,1,0,57,1.62,28.42
17/11/14,8,-1,1,2,62,1.83,29.52
17/11/14,7,-1,0,0,92,2.84,30.87
17/11/14,6,-1,1,0,85,2.52,29.65
17/11/14,5,-1,2,0,66,1.85,28.03
17/11/14,4,-1,4,3,63,1.81,28.73
17/11/14,3,-1,4,2,62,1.8,29.03
17/11/14,2,-1,1,4,38,1.09,28.68
17/11/14,1,-1,6,6,48,1.33,27.71
19/11/14,12,11,0,0,0,NA,NA
19/11/14,11,-1,0,0,0,NA,NA
19/11/14,10,-1,0,0,27,0.75,27.78
19/11/14,9,-1,0,0,42,1.16,27.62
19/11/14,8,-1,1,1,49,1.43,29.18
19/11/14,7,-1,0,0,49,1.49,30.41
19/11/14,6,-1,0,1,64,1.96,30.63
19/11/14,5,-1,2,1,73,2.11,28.9
19/11/14,4,-1,1,0,40,1.19,29.75
19/11/14,3,-1,2,3,28,0.8,28.57
19/11/14,2,-1,1,2,28,0.8,28.57
19/11/14,1,-1,4,2,30,0.88,29.33
21/11/14,12,11,0,0,0,NA,NA
21/11/14,11,-1,0,0,0,NA,NA
21/11/14,10,-1,0,0,17,0.41,24.12
21/11/14,9,-1,0,0,54,1.37,25.37
21/11/14,8,-1,0,1,92,2.65,28.8
21/11/14,7,-1,0,0,71,1.9,26.76
21/11/14,6,-1,0,0,66,1.81,27.42
21/11/14,5,-1,2,1,84,2.33,27.74
21/11/14,4,-1,1,2,80,2.11,26.38
21/11/14,3,-1,1,3,42,1.09,25.95
21/11/14,2,-1,4,4,43,1.06,24.65
21/11/14,1,-1,6,7,17,0.42,24.71
24/11/14,12,11,0,0,0,NA,NA
24/11/14,11,-1,0,0,0,NA,NA
24/11/14,10,-1,0,0,16,NA,NA
24/11/14,9,-1,0,0,79,2.13,26.96
24/11/14,8,-1,1,1,124,3.45,27.82
24/11/14,7,-1,2,1,167,4.85,29.04
24/11/14,6,-1,2,2,148,4.36,29.46
24/11/14,5,-1,3,1,135,3.88,28.74
24/11/14,4,-1,1,0,95,2.51,26.42
24/11/14,3,-1,1,3,113,3.34,29.56
24/11/14,2,-1,4,4,104,2.88,27.69
24/11/14,1,-1,6,1,44,1.18,26.82
26/11/14,12,11,0,0,0,NA,NA
26/11/14,11,-1,0,0,0,NA,NA
26/11/14,10,-1,0,0,19,0.51,26.84
26/11/14,9,-1,0,0,83,2.23,26.87
26/11/14,8,-1,0,0,52,1.51,29.04
26/11/14,7,-1,0,0,49,1.48,30.2
26/11/14,6,-1,0,0,42,1.29,30.71
26/11/14,5,-1,1,1,71,2.23,31.41
26/11/14,4,-1,1,0,46,1.31,28.48
26/11/14,3,-1,4,4,43,1.27,29.54
26/11/14,2,-1,2,2,46,1.35,29.35
26/11/14,1,-1,2,3,27,0.71,26.3
28/11/14,12,11,0,0,0,NA,NA
28/11/14,11,-1,0,0,0,NA,NA
28/11/14,10,-1,0,0,43,1.16,26.98
28/11/14,9,-1,0,0,72,2.05,28.47
28/11/14,8,-1,0,0,63,1.9,30.16
28/11/14,7,-1,1,0,81,2.43,30
28/11/14,6,-1,0,0,104,3.29,31.64
28/11/14,5,-1,0,0,83,2.44,29.4
28/11/14,4,-1,1,1,60,1.69,28.17
28/11/14,3,-1,2,0,41,1.21,29.51
28/11/14,2,-1,1,0,53,1.51,28.49
28/11/14,1,-1,3,3,7,0.22,31.43
01/12/14,12,11,0,0,0,NA,NA
01/12/14,11,-1,0,0,0,NA,NA
01/12/14,10,-1,1,0,6,0.17,28.33
01/12/14,9,-1,NA,NA,87,2.45,28.16
01/12/14,8,-1,1,1,62,1.86,30
01/12/14,7,-1,0,0,107,3.2,29.91
01/12/14,6,-1,0,0,148,4.52,30.54
01/12/14,5,-1,1,3,111,3.31,29.82
01/12/14,4,-1,1,1,104,2.99,28.75
01/12/14,3,-1,2,0,117,3.32,28.38
01/12/14,2,-1,0,0,64,1.83,28.59
01/12/14,1,-1,3,2,37,1.04,28.11
03/12/14,12,11,0,0,0,NA,NA
03/12/14,11,-1,0,0,0,NA,NA
03/12/14,10,-1,0,0,19,0.51,26.84
03/12/14,9,-1,0,0,100,2.76,27.6
03/12/14,8,-1,0,0,71,2.15,30.28
03/12/14,7,-1,0,0,99,2.97,30
03/12/14,6,-1,0,1,115,3.54,30.78
03/12/14,5,-1,0,0,91,2.7,29.67
03/12/14,4,-1,1,0,77,2.31,30
03/12/14,3,-1,1,0,39,1.14,29.23
03/12/14,2,-1,3,2,44,1.24,28.18
03/12/14,1,-1,4,1,19,0.54,28.42
05/12/14,12,11,0,0,0,NA,NA
05/12/14,11,-1,0,0,0,NA,NA
05/12/14,10,-1,0,0,40,1.08,27
05/12/14,9,-1,0,0,82,2.31,28.17
05/12/14,8,-1,0,0,134,4.02,30
05/12/14,7,-1,0,0,75,2.31,30.8
05/12/14,6,-1,0,1,87,2.73,31.38
05/12/14,5,-1,1,1,88,2.6,29.55
05/12/14,4,-1,1,2,80,2.33,29.13
05/12/14,3,-1,0,1,56,1.59,28.39
05/12/14,2,-1,3,2,40,1.17,29.25
05/12/14,1,-1,3,3,4,0.11,27.5
08/12/14,12,11,0,0,0,NA,NA
08/12/14,11,-1,0,0,0,NA,NA
08/12/14,10,-1,0,0,0,NA,NA
08/12/14,9,-1,1,0,160,4.26,26.63
08/12/14,8,-1,2,2,69,1.94,28.12
08/12/14,7,-1,3,1,117,3.5,29.92
08/12/14,6,-1,2,2,111,3.28,29.55
08/12/14,5,-1,0,1,108,3.17,29.35
08/12/14,4,-1,3,3,102,2.98,29.22
08/12/14,3,-1,4,1,94,2.77,29.47
08/12/14,2,-1,5,2,53,1.54,29.06
08/12/14,1,-1,5,6,34,0.88,25.88
10/12/14,12,11,0,0,0,NA,NA
10/12/14,11,-1,0,0,0,NA,NA
